timestamp,value,hour_ratio,day_ratio,hod_ratio,dow_ratio,change
2015-02-26 21:42:53,53,0.9906542056074766,1.606060606060606,2.6183234982599486,2.566726221755123,0.0
2015-02-26 21:47:53,64,1.1962616822429906,1.9393939393939394,3.1617491299742775,3.0994429847609037,0.20754716981132076
2015-02-26 21:52:53,49,0.9158878504672897,1.4848484848484849,2.420714177636556,2.373011035207567,-0.234375
2015-02-26 21:57:53,48,0.897196261682243,1.4545454545454546,2.371311847480708,2.324582238570678,-0.02040816326530612
2015-02-26 22:02:53,22,0.6910994764397906,0.6666666666666666,1.105948663264529,1.0654335260115606,-0.5416666666666666
2015-02-26 22:07:53,23,0.7225130890052356,0.696969696969697,1.1562190570492803,1.1138623226484499,0.045454545454545456
2015-02-26 22:12:53,17,0.5340314136125655,0.5151515151515151,0.8545966943407725,0.8232895428271151,-0.2608695652173913
2015-02-26 22:17:53,35,1.0994764397905759,1.0606060606060606,1.7594637824662962,1.6950078822911192,1.0588235294117647
2015-02-26 22:22:53,23,0.7225130890052356,0.696969696969697,1.1562190570492803,1.1138623226484499,-0.34285714285714286
2015-02-26 22:27:53,39,1.225130890052356,1.1818181818181819,1.9605453576053014,1.8887230688386758,0.6956521739130435
2015-02-26 22:32:53,26,0.8167539267015708,0.7878787878787878,1.3070302384035342,1.2591487125591172,-0.3333333333333333
2015-02-26 22:37:53,33,1.036649214659686,1.0,1.6589229948967934,1.598150289017341,0.2692307692307692
2015-02-26 22:42:53,51,1.6020942408376964,1.5454545454545454,2.563790083022317,2.469868628481345,0.5454545454545454
2015-02-26 22:47:53,41,1.2879581151832462,1.2424242424242424,2.061086145174804,1.9855806621124539,-0.19607843137254902
2015-02-26 22:52:53,34,1.068062827225131,1.0303030303030303,1.709193388681545,1.6465790856542302,-0.17073170731707318
2015-02-26 22:57:53,38,1.1937172774869111,1.1515151515151516,1.91027496382055,1.8402942722017865,0.11764705882352941
2015-02-26 23:02:53,45,1.6463414634146343,1.3636363636363635,2.6515489688420675,2.1792958486600105,0.18421052631578946
2015-02-26 23:07:53,42,1.5365853658536586,1.2727272727272727,2.4747790375859298,2.034009458749343,-0.06666666666666667
2015-02-26 23:12:53,39,1.426829268292683,1.1818181818181819,2.2980091063297916,1.8887230688386758,-0.07142857142857142
2015-02-26 23:17:53,40,1.4634146341463414,1.2121212121212122,2.3569324167485046,1.9371518654755648,0.02564102564102564
2015-02-26 23:22:53,24,0.8780487804878049,0.7272727272727273,1.4141594500491026,1.162291119285339,-0.4
2015-02-26 23:27:53,36,1.3170731707317074,1.0909090909090908,2.121239175073654,1.7434366789280082,0.5
2015-02-26 23:32:53,18,0.6585365853658537,0.5454545454545454,1.060619587536827,0.8717183394640041,-0.5
2015-02-26 23:37:53,25,0.9146341463414634,0.7575757575757576,1.4730827604678152,1.210719915922228,0.3888888888888889
2015-02-26 23:42:53,21,0.7682926829268293,0.6363636363636364,1.2373895187929649,1.0170047293746716,-0.16
2015-02-26 23:47:53,13,0.475609756097561,0.3939393939393939,0.766003035443264,0.6295743562795586,-0.38095238095238093
2015-02-26 23:52:53,7,0.25609756097560976,0.21212121212121213,0.4124631729309883,0.3390015764582238,-0.46153846153846156
2015-02-26 23:57:53,18,0.6585365853658537,0.5454545454545454,1.060619587536827,0.8717183394640041,1.5714285714285714
2015-02-27 00:02:53,18,0.9642857142857142,0.48062302985351385,1.1687161829808164,0.8717183394640041,0.0
2015-02-27 00:07:53,28,1.5,0.7476358242165771,1.8180029513034923,1.3560063058328953,0.5555555555555556
2015-02-27 00:12:53,14,0.75,0.3738179121082886,0.9090014756517462,0.6780031529164476,-0.5
2015-02-27 00:17:53,25,1.3392857142857142,0.6675319859076582,1.6232169208066896,1.210719915922228,0.7857142857142857
2015-02-27 00:22:53,26,1.3928571428571428,0.6942332653439645,1.6881455976389572,1.2591487125591172,0.04
2015-02-27 00:27:53,15,0.8035714285714285,0.40051919154459487,0.9739301524840137,0.7264319495533368,-0.4230769230769231
2015-02-27 00:32:53,16,0.8571428571428571,0.4272204709809012,1.0388588293162813,0.7748607461902259,0.06666666666666667
2015-02-27 00:37:53,20,1.0714285714285714,0.5340255887261265,1.2985735366453517,0.9685759327377824,0.25
2015-02-27 00:42:53,13,0.6964285714285714,0.34711663267198223,0.8440727988194786,0.6295743562795586,-0.35
2015-02-27 00:47:53,19,1.0178571428571428,0.5073243092898202,1.233644859813084,0.9201471361008933,0.46153846153846156
2015-02-27 00:52:53,13,0.6964285714285714,0.34711663267198223,0.8440727988194786,0.6295743562795586,-0.3157894736842105
2015-02-27 00:57:53,17,0.9107142857142857,0.4539217504172075,1.103787506148549,0.8232895428271151,0.3076923076923077
2015-02-27 01:02:53,14,0.9230769230769231,0.3738179121082886,0.9775708844688955,0.6780031529164476,-0.17647058823529413
2015-02-27 01:07:53,24,1.5824175824175826,0.6408307064713518,1.6758358019466781,1.162291119285339,0.7142857142857143
